Machine_ID,Timestamp,Temperature,Pressure,Vibration_Level,Humidity,Power_Consumption,Failure_Status
MACHINE_718,2025-01-05 23:30:00,55.44,484.14,4.15,63.25,82.39,0
MACHINE_719,2025-01-05 23:40:00,71.03,393.63,3.48,45.78,53.63,0
MACHINE_720,2025-01-05 23:50:00,65.38,143.78,1.66,53.34,34.59,0
MACHINE_721,2025-01-06 00:00:00,79.29,318.76,5.22,56.63,87.41,0
MACHINE_722,2025-01-06 00:10:00,78.93,477.69,0.77,71.91,88.49,0
MACHINE_723,2025-01-06 00:20:00,69.73,478.18,8.6,85.15,26.08,0
MACHINE_724,2025-01-06 00:30:00,40.75,225.52,0.2,47.32,41.66,0
MACHINE_725,2025-01-06 00:40:00,35.35,250.13,2.88,59.9,64.44,0
MACHINE_726,2025-01-06 00:50:00,74.8,282.14,4.84,77.87,85.19,0
MACHINE_727,2025-01-06 01:00:00,33.33,118.16,3.51,72.19,93.93,0
MACHINE_728,2025-01-06 01:10:00,52.15,484.48,5.63,88.64,30.31,0
MACHINE_729,2025-01-06 01:20:00,36.04,422.63,2.78,61.44,39.85,0
MACHINE_730,2025-01-06 01:30:00,39.29,460.26,0.36,75.6,21.41,1
MACHINE_731,2025-01-06 01:40:00,66.48,271.62,8.68,57.83,58.1,1
MACHINE_732,2025-01-06 01:50:00,71.48,188.8,9.89,49.25,16.5,0
MACHINE_733,2025-01-06 02:00:00,57.31,281.43,1.48,55.43,50.93,0
MACHINE_734,2025-01-06 02:10:00,42.75,382.91,7.76,42.9,27.13,0
MACHINE_735,2025-01-06 02:20:00,35.72,262.29,1.67,78.06,84.82,0
MACHINE_736,2025-01-06 02:30:00,61.38,231.01,4.26,88.77,36.44,0
MACHINE_737,2025-01-06 02:40:00,67.45,294.04,7.92,52.06,63.05,0
MACHINE_738,2025-01-06 02:50:00,34.55,466.11,1.57,85.95,55.65,0
MACHINE_739,2025-01-06 03:00:00,24.26,124.15,0.95,45.98,49.86,0
MACHINE_740,2025-01-06 03:10:00,40.63,354.05,2.03,56.59,17.74,0
MACHINE_741,2025-01-06 03:20:00,38.58,133.8,6.74,69.19,24.46,0
MACHINE_742,2025-01-06 03:30:00,39.11,340.11,9.63,73.95,67.98,0
MACHINE_743,2025-01-06 03:40:00,79.73,354.09,2.06,39.12,69.21,0
MACHINE_744,2025-01-06 03:50:00,59.49,151.45,6.85,39.08,54.02,0
MACHINE_745,2025-01-06 04:00:00,58.1,110.19,0.94,39.19,10.33,0
MACHINE_746,2025-01-06 04:10:00,47.31,472.73,7.84,44.88,39.72,0
MACHINE_747,2025-01-06 04:20:00,30.46,378.68,3.07,38.63,80.01,1
MACHINE_748,2025-01-06 04:30:00,44.39,430.93,8.63,78.36,19.05,0
MACHINE_749,2025-01-06 04:40:00,31.44,495.78,8.46,33.62,35.31,0
MACHINE_750,2025-01-06 04:50:00,65.98,453.2,3.0,42.17,76.25,0
MACHINE_751,2025-01-06 05:00:00,24.24,443.82,4.45,63.59,91.28,0
MACHINE_752,2025-01-06 05:10:00,23.23,223.89,9.98,76.36,70.45,0
MACHINE_753,2025-01-06 05:20:00,21.83,360.53,9.18,49.69,79.49,0
MACHINE_754,2025-01-06 05:30:00,40.17,244.8,4.08,71.51,71.27,0
MACHINE_755,2025-01-06 05:40:00,58.54,461.73,1.83,56.58,44.0,0
MACHINE_756,2025-01-06 05:50:00,48.08,334.52,5.54,46.4,35.6,0
MACHINE_757,2025-01-06 06:00:00,46.55,445.43,0.45,66.22,14.17,0
MACHINE_758,2025-01-06 06:10:00,53.06,492.13,2.82,57.58,86.16,0
MACHINE_759,2025-01-06 06:20:00,20.23,214.35,9.49,61.38,92.03,0
MACHINE_760,2025-01-06 06:30:00,50.12,225.21,0.78,88.32,67.53,0
MACHINE_761,2025-01-06 06:40:00,46.91,373.72,7.41,65.27,11.43,0
MACHINE_762,2025-01-06 06:50:00,27.86,429.2,4.56,46.38,31.58,0
MACHINE_763,2025-01-06 07:00:00,70.53,315.15,9.56,41.74,46.27,0
MACHINE_764,2025-01-06 07:10:00,62.82,304.26,6.71,85.14,41.96,0
MACHINE_765,2025-01-06 07:20:00,60.32,442.99,2.22,48.41,19.13,0
MACHINE_766,2025-01-06 07:30:00,37.13,301.29,9.94,82.89,74.8,0
MACHINE_767,2025-01-06 07:40:00,78.86,107.86,8.79,70.83,96.36,0
MACHINE_768,2025-01-06 07:50:00,31.04,189.02,1.13,38.04,38.47,0
MACHINE_769,2025-01-06 08:00:00,47.3,498.71,8.27,80.18,17.37,0
MACHINE_770,2025-01-06 08:10:00,33.94,168.4,9.1,88.79,22.09,0
MACHINE_771,2025-01-06 08:20:00,34.67,200.62,4.21,35.23,75.07,0
MACHINE_772,2025-01-06 08:30:00,62.99,446.5,9.53,89.45,35.7,0
MACHINE_773,2025-01-06 08:40:00,29.99,497.0,1.71,63.35,79.48,0
MACHINE_774,2025-01-06 08:50:00,61.22,253.81,8.68,47.32,49.93,0
MACHINE_775,2025-01-06 09:00:00,55.47,182.19,8.13,55.2,25.87,0
MACHINE_776,2025-01-06 09:10:00,75.79,249.44,6.1,66.33,38.57,0
MACHINE_777,2025-01-06 09:20:00,50.12,249.64,0.56,35.82,34.73,1
MACHINE_778,2025-01-06 09:30:00,41.83,277.84,5.73,42.77,18.37,0
MACHINE_779,2025-01-06 09:40:00,30.88,267.75,3.93,75.25,50.37,0
MACHINE_780,2025-01-06 09:50:00,32.25,418.52,7.08,43.3,69.35,0
MACHINE_781,2025-01-06 10:00:00,40.0,435.19,9.01,57.77,33.75,0
MACHINE_782,2025-01-06 10:10:00,35.22,210.28,2.72,69.45,77.06,0
MACHINE_783,2025-01-06 10:20:00,22.99,116.97,7.6,71.2,74.25,0
MACHINE_784,2025-01-06 10:30:00,71.63,340.44,1.27,34.63,63.73,0
MACHINE_785,2025-01-06 10:40:00,79.08,135.12,4.89,69.74,36.49,0
MACHINE_786,2025-01-06 10:50:00,56.6,285.47,8.77,50.97,85.9,0
MACHINE_787,2025-01-06 11:00:00,34.96,248.54,0.35,45.58,48.71,0
MACHINE_788,2025-01-06 11:10:00,45.72,321.45,3.67,75.71,43.74,0
MACHINE_789,2025-01-06 11:20:00,45.49,290.59,8.67,62.41,53.82,0
MACHINE_790,2025-01-06 11:30:00,79.68,428.2,4.78,66.63,47.86,0
MACHINE_791,2025-01-06 11:40:00,72.54,356.94,3.97,89.23,20.36,0
MACHINE_792,2025-01-06 11:50:00,50.17,106.72,5.65,84.5,7.22,0
MACHINE_793,2025-01-06 12:00:00,78.16,325.97,7.63,63.69,91.3,0
MACHINE_794,2025-01-06 12:10:00,45.55,271.71,9.74,82.72,92.69,0
MACHINE_795,2025-01-06 12:20:00,42.99,224.32,7.9,67.48,19.75,0
MACHINE_796,2025-01-06 12:30:00,21.08,326.11,7.95,65.39,80.87,0
MACHINE_797,2025-01-06 12:40:00,22.94,260.56,1.52,57.1,27.79,1
MACHINE_798,2025-01-06 12:50:00,72.9,360.06,1.15,59.66,32.19,0
MACHINE_799,2025-01-06 13:00:00,61.37,250.54,3.48,48.6,88.74,0
MACHINE_800,2025-01-06 13:10:00,45.72,249.12,0.57,88.4,69.79,0
MACHINE_801,2025-01-06 13:20:00,24.09,164.22,8.74,68.64,7.24,1
MACHINE_802,2025-01-06 13:30:00,40.36,414.53,3.65,69.91,79.82,0
MACHINE_803,2025-01-06 13:40:00,50.77,484.26,7.15,80.0,36.57,0
MACHINE_804,2025-01-06 13:50:00,38.68,235.2,4.14,38.86,51.8,0
MACHINE_805,2025-01-06 14:00:00,33.8,363.85,9.0,70.8,58.29,0
MACHINE_806,2025-01-06 14:10:00,66.51,200.66,7.84,38.75,89.9,0
MACHINE_807,2025-01-06 14:20:00,41.38,169.22,1.4,70.77,18.0,0
MACHINE_808,2025-01-06 14:30:00,39.32,174.55,5.58,78.32,72.54,0
MACHINE_809,2025-01-06 14:40:00,38.69,460.05,7.42,73.91,34.8,0
MACHINE_810,2025-01-06 14:50:00,35.39,327.0,5.4,49.94,87.69,0
MACHINE_811,2025-01-06 15:00:00,24.62,125.7,5.25,71.9,48.74,0
MACHINE_812,2025-01-06 15:10:00,40.88,479.58,2.62,48.83,69.38,0
MACHINE_813,2025-01-06 15:20:00,30.88,315.17,6.58,88.18,44.22,0
MACHINE_814,2025-01-06 15:30:00,41.45,467.54,3.47,46.41,83.97,0
MACHINE_815,2025-01-06 15:40:00,64.45,395.71,5.25,60.63,78.54,0
MACHINE_816,2025-01-06 15:50:00,25.94,285.55,9.09,82.69,33.04,0
MACHINE_817,2025-01-06 16:00:00,64.66,378.73,8.85,31.19,93.68,0
MACHINE_818,2025-01-06 16:10:00,45.54,346.89,5.17,64.85,65.9,0
MACHINE_819,2025-01-06 16:20:00,48.13,223.25,9.5,72.16,36.96,1
MACHINE_820,2025-01-06 16:30:00,20.23,130.59,8.84,45.41,36.71,0
MACHINE_821,2025-01-06 16:40:00,43.88,433.48,5.45,47.72,5.87,0
MACHINE_822,2025-01-06 16:50:00,54.82,250.18,2.79,76.58,52.78,1
MACHINE_823,2025-01-06 17:00:00,76.61,182.55,8.08,62.21,15.17,0
MACHINE_824,2025-01-06 17:10:00,76.2,245.35,6.48,77.14,98.95,1
MACHINE_825,2025-01-06 17:20:00,59.29,149.75,3.69,68.05,76.96,0
MACHINE_826,2025-01-06 17:30:00,48.25,113.39,0.74,89.8,94.95,0
MACHINE_827,2025-01-06 17:40:00,63.67,291.44,5.25,33.1,5.62,0
MACHINE_828,2025-01-06 17:50:00,68.67,473.99,1.18,63.02,61.31,0
MACHINE_829,2025-01-06 18:00:00,39.35,189.74,1.32,36.56,45.24,0
MACHINE_830,2025-01-06 18:10:00,58.94,117.07,2.88,51.04,15.12,1
MACHINE_831,2025-01-06 18:20:00,50.13,371.69,5.51,53.59,8.14,0
MACHINE_832,2025-01-06 18:30:00,76.54,458.83,9.91,88.49,35.47,0
MACHINE_833,2025-01-06 18:40:00,28.66,226.84,3.15,57.05,58.56,0
MACHINE_834,2025-01-06 18:50:00,56.21,307.35,8.28,41.44,63.81,0
MACHINE_835,2025-01-06 19:00:00,48.54,476.06,4.98,42.71,76.95,0
MACHINE_836,2025-01-06 19:10:00,79.06,383.36,7.97,31.12,76.7,0
MACHINE_837,2025-01-06 19:20:00,61.39,473.59,6.83,86.5,74.75,0
MACHINE_838,2025-01-06 19:30:00,77.43,392.02,9.81,49.91,67.7,0
MACHINE_839,2025-01-06 19:40:00,62.34,488.5,6.07,80.29,92.76,0
MACHINE_840,2025-01-06 19:50:00,36.92,207.5,3.68,45.63,49.15,0
MACHINE_841,2025-01-06 20:00:00,50.82,170.22,7.98,89.27,63.16,1
MACHINE_842,2025-01-06 20:10:00,46.75,436.63,2.12,31.08,66.72,0
MACHINE_843,2025-01-06 20:20:00,60.58,307.66,4.64,59.97,67.29,0
MACHINE_844,2025-01-06 20:30:00,75.79,229.47,6.14,35.43,36.31,0
MACHINE_845,2025-01-06 20:40:00,26.02,393.85,3.42,53.51,98.59,0
MACHINE_846,2025-01-06 20:50:00,69.03,493.28,2.22,84.12,20.82,0
MACHINE_847,2025-01-06 21:00:00,42.06,185.99,7.07,83.55,32.94,0
MACHINE_848,2025-01-06 21:10:00,27.39,358.86,3.05,56.57,83.48,0
MACHINE_849,2025-01-06 21:20:00,61.28,132.21,6.25,55.25,11.04,0
MACHINE_850,2025-01-06 21:30:00,72.76,343.89,5.44,83.31,26.4,0
MACHINE_851,2025-01-06 21:40:00,61.38,144.33,3.42,30.67,80.78,0
MACHINE_852,2025-01-06 21:50:00,33.0,184.27,6.32,47.85,25.12,0
MACHINE_853,2025-01-06 22:00:00,53.09,115.54,5.71,74.28,18.78,0
MACHINE_854,2025-01-06 22:10:00,61.02,162.88,6.75,84.89,73.31,0
MACHINE_855,2025-01-06 22:20:00,21.96,142.76,4.59,48.29,56.25,0
MACHINE_856,2025-01-06 22:30:00,79.94,323.79,2.65,63.53,50.05,0
MACHINE_857,2025-01-06 22:40:00,54.03,154.16,5.62,48.99,85.6,0
MACHINE_858,2025-01-06 22:50:00,59.84,325.09,1.02,86.52,65.29,0
MACHINE_859,2025-01-06 23:00:00,39.32,410.04,1.58,67.31,35.9,0
MACHINE_860,2025-01-06 23:10:00,35.55,158.86,7.03,75.63,65.4,0
MACHINE_861,2025-01-06 23:20:00,26.95,381.35,9.31,59.5,11.66,1
MACHINE_862,2025-01-06 23:30:00,39.29,180.01,3.01,79.29,25.2,0
MACHINE_863,2025-01-06 23:40:00,78.55,303.25,1.65,31.18,14.32,1
MACHINE_864,2025-01-06 23:50:00,73.14,416.23,6.72,87.71,58.61,0
MACHINE_865,2025-01-07 00:00:00,73.3,247.32,9.76,41.07,92.47,0
MACHINE_866,2025-01-07 00:10:00,78.41,130.49,5.0,78.72,96.26,0
MACHINE_867,2025-01-07 00:20:00,55.51,498.1,4.16,83.67,78.06,0
MACHINE_868,2025-01-07 00:30:00,52.73,126.83,4.6,64.61,13.16,0
MACHINE_869,2025-01-07 00:40:00,44.97,373.4,7.74,35.47,45.22,0
MACHINE_870,2025-01-07 00:50:00,64.55,364.08,0.88,69.68,39.95,0
MACHINE_871,2025-01-07 01:00:00,45.73,174.52,6.14,59.62,62.73,0
MACHINE_872,2025-01-07 01:10:00,23.89,324.91,9.66,64.96,43.37,0
MACHINE_873,2025-01-07 01:20:00,27.23,449.82,7.46,54.14,36.91,0
MACHINE_874,2025-01-07 01:30:00,74.97,377.65,1.27,40.02,86.91,1
MACHINE_875,2025-01-07 01:40:00,43.97,105.38,9.05,88.66,81.16,0
MACHINE_876,2025-01-07 01:50:00,79.43,343.89,1.3,74.06,10.28,0
MACHINE_877,2025-01-07 02:00:00,45.28,465.13,7.98,52.99,37.91,0
MACHINE_878,2025-01-07 02:10:00,25.05,336.9,0.49,76.27,24.62,0
MACHINE_879,2025-01-07 02:20:00,55.96,351.83,2.68,61.98,13.36,0
MACHINE_880,2025-01-07 02:30:00,25.84,191.77,5.23,66.14,35.73,0
MACHINE_881,2025-01-07 02:40:00,41.09,475.56,2.76,65.28,87.92,0
MACHINE_882,2025-01-07 02:50:00,42.85,216.94,9.09,65.46,35.26,0
MACHINE_883,2025-01-07 03:00:00,44.14,488.21,6.07,73.26,5.69,0
MACHINE_884,2025-01-07 03:10:00,64.69,311.15,9.5,76.34,43.65,0
MACHINE_885,2025-01-07 03:20:00,49.64,315.07,0.48,77.23,41.23,0
MACHINE_886,2025-01-07 03:30:00,59.01,345.47,1.77,64.95,18.12,0
MACHINE_887,2025-01-07 03:40:00,73.49,293.07,7.36,56.32,26.0,0
MACHINE_888,2025-01-07 03:50:00,65.52,415.72,2.78,48.06,36.88,0
MACHINE_889,2025-01-07 04:00:00,73.12,202.97,8.49,59.09,33.78,0
MACHINE_890,2025-01-07 04:10:00,70.94,105.86,5.38,60.82,66.85,0
MACHINE_891,2025-01-07 04:20:00,61.09,404.83,5.51,38.25,64.62,0
MACHINE_892,2025-01-07 04:30:00,62.4,329.46,8.36,70.68,74.25,1
MACHINE_893,2025-01-07 04:40:00,34.87,151.86,4.65,64.53,52.52,0
MACHINE_894,2025-01-07 04:50:00,45.08,353.44,3.5,65.37,90.81,0
MACHINE_895,2025-01-07 05:00:00,49.15,127.01,5.7,50.69,13.24,0
MACHINE_896,2025-01-07 05:10:00,48.94,456.97,5.22,43.74,15.48,0
MACHINE_897,2025-01-07 05:20:00,78.13,216.9,2.63,48.89,81.51,0
MACHINE_898,2025-01-07 05:30:00,75.01,335.43,8.22,33.41,7.68,0
MACHINE_899,2025-01-07 05:40:00,66.75,273.35,9.98,75.88,86.92,0
MACHINE_900,2025-01-07 05:50:00,20.42,290.9,8.48,51.77,55.11,0
MACHINE_901,2025-01-07 06:00:00,65.0,459.55,9.27,82.9,93.58,0
MACHINE_902,2025-01-07 06:10:00,70.13,342.66,6.49,44.56,15.08,0
MACHINE_903,2025-01-07 06:20:00,76.91,400.25,3.59,72.36,46.96,0
MACHINE_904,2025-01-07 06:30:00,40.21,263.32,4.17,60.86,37.19,0
MACHINE_905,2025-01-07 06:40:00,69.03,288.48,2.0,32.96,22.82,0
MACHINE_906,2025-01-07 06:50:00,33.38,172.34,9.02,70.69,31.95,0
MACHINE_907,2025-01-07 07:00:00,69.81,263.03,8.42,83.49,67.19,0
MACHINE_908,2025-01-07 07:10:00,30.75,253.77,2.16,49.11,65.96,0
MACHINE_909,2025-01-07 07:20:00,79.39,303.81,8.84,62.22,65.24,0
MACHINE_910,2025-01-07 07:30:00,26.97,314.99,6.54,57.68,45.55,0
MACHINE_911,2025-01-07 07:40:00,42.5,273.13,8.33,73.39,72.52,0
MACHINE_912,2025-01-07 07:50:00,26.09,177.27,7.28,38.95,31.13,0
MACHINE_913,2025-01-07 08:00:00,60.78,241.13,8.05,88.23,66.56,0
MACHINE_914,2025-01-07 08:10:00,65.58,129.38,0.99,79.34,38.84,0
MACHINE_915,2025-01-07 08:20:00,44.59,378.44,8.34,51.94,28.17,0
MACHINE_916,2025-01-07 08:30:00,67.5,345.35,1.16,66.75,13.11,0
MACHINE_917,2025-01-07 08:40:00,67.23,442.48,1.53,79.33,31.55,0
MACHINE_918,2025-01-07 08:50:00,71.79,219.07,8.98,88.41,25.21,0
MACHINE_919,2025-01-07 09:00:00,32.88,402.63,3.85,74.61,45.09,0
MACHINE_920,2025-01-07 09:10:00,56.6,405.91,6.27,72.33,24.19,0
MACHINE_921,2025-01-07 09:20:00,23.29,406.46,8.5,82.2,43.82,0
MACHINE_922,2025-01-07 09:30:00,76.13,233.62,3.81,80.32,89.59,1
MACHINE_923,2025-01-07 09:40:00,26.99,246.95,6.82,89.21,69.43,0
MACHINE_924,2025-01-07 09:50:00,57.16,228.98,9.34,66.72,41.18,0
MACHINE_925,2025-01-07 10:00:00,70.96,409.46,9.09,38.12,24.87,0
MACHINE_926,2025-01-07 10:10:00,61.18,478.68,7.4,80.35,65.05,0
MACHINE_927,2025-01-07 10:20:00,31.61,405.29,1.45,46.86,40.06,0
MACHINE_928,2025-01-07 10:30:00,51.99,258.7,7.38,52.76,64.28,0
MACHINE_929,2025-01-07 10:40:00,60.33,165.55,7.05,73.65,25.7,0
MACHINE_930,2025-01-07 10:50:00,43.83,103.12,8.59,61.42,67.68,1
MACHINE_931,2025-01-07 11:00:00,32.78,489.98,2.95,31.75,63.79,0
MACHINE_932,2025-01-07 11:10:00,40.66,353.52,8.87,69.7,90.13,0
MACHINE_933,2025-01-07 11:20:00,51.88,216.16,6.5,51.95,20.79,1
MACHINE_934,2025-01-07 11:30:00,26.06,278.05,4.17,63.59,74.91,0
MACHINE_935,2025-01-07 11:40:00,73.35,164.25,3.32,43.3,79.87,0
MACHINE_936,2025-01-07 11:50:00,58.57,150.07,8.62,66.58,59.68,0
MACHINE_937,2025-01-07 12:00:00,60.62,269.91,0.23,72.84,5.38,0
MACHINE_938,2025-01-07 12:10:00,27.23,131.83,8.67,55.71,7.86,0
MACHINE_939,2025-01-07 12:20:00,48.1,164.33,5.08,70.11,12.8,0
MACHINE_940,2025-01-07 12:30:00,55.37,254.82,3.07,73.96,10.5,0
MACHINE_941,2025-01-07 12:40:00,27.11,245.11,6.71,47.43,27.4,0
MACHINE_942,2025-01-07 12:50:00,51.05,419.21,0.19,63.81,50.5,0
MACHINE_943,2025-01-07 13:00:00,62.19,438.59,4.01,79.33,16.61,0
MACHINE_944,2025-01-07 13:10:00,67.67,291.32,2.45,32.73,17.91,0
MACHINE_945,2025-01-07 13:20:00,43.25,435.86,0.92,77.95,82.78,0
MACHINE_946,2025-01-07 13:30:00,50.17,123.1,6.22,48.98,99.0,0
MACHINE_947,2025-01-07 13:40:00,24.06,440.67,1.73,88.86,74.26,0
MACHINE_948,2025-01-07 13:50:00,45.59,250.97,7.8,33.95,47.09,0
MACHINE_949,2025-01-07 14:00:00,67.12,257.22,3.16,45.56,16.03,0
MACHINE_950,2025-01-07 14:10:00,24.16,442.66,2.63,72.22,60.73,0
MACHINE_951,2025-01-07 14:20:00,40.5,402.71,4.79,38.42,20.66,0
MACHINE_952,2025-01-07 14:30:00,47.89,440.25,7.43,78.4,15.57,1
MACHINE_953,2025-01-07 14:40:00,54.16,247.51,9.06,53.75,17.43,0
MACHINE_954,2025-01-07 14:50:00,53.81,412.31,3.05,58.98,88.72,0
MACHINE_955,2025-01-07 15:00:00,20.8,309.34,2.48,56.02,16.19,1
MACHINE_956,2025-01-07 15:10:00,53.12,153.01,2.4,30.41,6.48,0
MACHINE_957,2025-01-07 15:20:00,54.23,112.29,2.79,60.46,49.98,0
MACHINE_958,2025-01-07 15:30:00,63.74,257.67,0.35,39.78,88.62,0
MACHINE_959,2025-01-07 15:40:00,50.69,255.25,0.25,68.2,75.93,0
MACHINE_960,2025-01-07 15:50:00,35.34,209.09,1.33,70.23,55.63,0
MACHINE_961,2025-01-07 16:00:00,49.76,461.91,5.01,79.26,29.08,0
MACHINE_962,2025-01-07 16:10:00,71.43,185.77,9.06,83.71,42.28,0
MACHINE_963,2025-01-07 16:20:00,71.81,374.98,4.07,77.89,20.67,0
MACHINE_964,2025-01-07 16:30:00,36.13,370.65,9.26,74.04,78.36,1
MACHINE_965,2025-01-07 16:40:00,21.97,145.13,1.6,35.51,91.76,1
MACHINE_966,2025-01-07 16:50:00,74.26,318.24,9.05,52.83,85.79,0
MACHINE_967,2025-01-07 17:00:00,59.53,313.43,5.61,46.87,92.91,0
MACHINE_968,2025-01-07 17:10:00,31.48,136.81,4.99,69.02,19.97,0
MACHINE_969,2025-01-07 17:20:00,39.48,226.43,0.17,80.78,86.47,1
MACHINE_970,2025-01-07 17:30:00,44.23,250.79,1.32,74.82,54.42,0
MACHINE_971,2025-01-07 17:40:00,45.37,211.01,5.86,63.15,31.86,0
MACHINE_972,2025-01-07 17:50:00,32.3,362.63,9.64,49.02,25.37,0
MACHINE_973,2025-01-07 18:00:00,60.13,132.65,4.65,69.65,50.62,0
MACHINE_974,2025-01-07 18:10:00,73.74,134.72,2.97,43.7,77.88,0
MACHINE_975,2025-01-07 18:20:00,56.33,401.66,0.14,54.93,54.52,0
MACHINE_976,2025-01-07 18:30:00,60.01,221.21,1.52,60.77,63.74,0
MACHINE_977,2025-01-07 18:40:00,41.59,137.5,7.07,77.29,7.29,0
MACHINE_978,2025-01-07 18:50:00,32.33,429.75,1.82,49.23,32.24,0
MACHINE_979,2025-01-07 19:00:00,34.13,477.82,0.23,32.33,27.21,0
MACHINE_980,2025-01-07 19:10:00,58.57,138.47,2.95,73.42,11.52,0
MACHINE_981,2025-01-07 19:20:00,70.96,314.81,7.78,31.7,82.15,0
MACHINE_982,2025-01-07 19:30:00,56.39,413.81,1.53,44.21,30.77,0
MACHINE_983,2025-01-07 19:40:00,46.01,143.3,0.67,80.71,15.53,0
MACHINE_984,2025-01-07 19:50:00,34.6,460.53,8.9,87.58,95.88,0
MACHINE_985,2025-01-07 20:00:00,41.35,389.42,7.01,42.64,20.86,0
MACHINE_986,2025-01-07 20:10:00,72.0,138.72,3.22,49.23,28.15,0
MACHINE_987,2025-01-07 20:20:00,22.74,327.5,4.13,82.82,71.51,0
MACHINE_988,2025-01-07 20:30:00,74.25,303.98,8.65,80.92,45.1,0
MACHINE_989,2025-01-07 20:40:00,62.84,424.25,5.14,46.39,38.67,0
MACHINE_990,2025-01-07 20:50:00,29.73,385.14,2.29,69.17,51.99,0
MACHINE_991,2025-01-07 21:00:00,29.47,144.54,4.86,86.91,29.2,0
MACHINE_992,2025-01-07 21:10:00,30.28,485.83,6.53,79.78,95.45,0
MACHINE_993,2025-01-07 21:20:00,61.23,423.72,3.7,80.11,5.81,0
MACHINE_994,2025-01-07 21:30:00,68.37,110.96,5.42,71.35,47.95,0
MACHINE_995,2025-01-07 21:40:00,62.47,127.68,6.83,85.65,87.67,1
MACHINE_996,2025-01-07 21:50:00,51.2,406.56,1.78,75.87,40.73,0
MACHINE_997,2025-01-07 22:00:00,21.64,276.64,9.82,52.6,55.25,0
MACHINE_998,2025-01-07 22:10:00,27.17,134.72,7.44,65.16,83.28,0
MACHINE_999,2025-01-07 22:20:00,27.31,198.9,8.11,74.53,95.15,0
MACHINE_1000,2025-01-07 22:30:00,36.93,157.77,4.18,84.04,67.05,0
MACHINE_1001,2025-01-07 22:40:00,24.71,310.55,5.14,85.81,92.28,0
MACHINE_1002,2025-01-07 22:50:00,25.5,177.5,5.14,81.12,7.18,0
MACHINE_1003,2025-01-07 23:00:00,34.55,445.07,7.55,74.97,15.7,0
MACHINE_1004,2025-01-07 23:10:00,59.77,393.17,4.81,50.17,8.04,0
MACHINE_1005,2025-01-07 23:20:00,66.61,458.35,1.54,87.24,80.55,0
MACHINE_1006,2025-01-07 23:30:00,50.74,142.83,0.71,86.3,5.2,0
MACHINE_1007,2025-01-07 23:40:00,28.75,213.94,7.63,40.79,15.4,0
MACHINE_1008,2025-01-07 23:50:00,53.73,491.98,8.11,52.2,12.28,0
MACHINE_1009,2025-01-08 00:00:00,35.84,264.31,0.38,50.79,33.26,0
MACHINE_1010,2025-01-08 00:10:00,63.85,471.74,0.99,77.74,92.15,0
MACHINE_1011,2025-01-08 00:20:00,77.4,210.78,5.66,78.05,90.02,0
MACHINE_1012,2025-01-08 00:30:00,40.64,136.92,0.59,69.6,18.19,1
MACHINE_1013,2025-01-08 00:40:00,61.56,469.73,7.7,83.11,59.25,0
MACHINE_1014,2025-01-08 00:50:00,25.55,179.91,4.26,61.66,42.01,0
MACHINE_1015,2025-01-08 01:00:00,56.2,203.82,9.4,64.15,6.83,0
MACHINE_1016,2025-01-08 01:10:00,67.48,230.37,7.3,40.14,52.08,0
MACHINE_1017,2025-01-08 01:20:00,48.56,468.47,1.78,74.97,75.95,0
MACHINE_1018,2025-01-08 01:30:00,78.76,406.94,8.11,81.62,71.38,0
MACHINE_1019,2025-01-08 01:40:00,48.28,325.98,6.21,69.86,85.12,0
MACHINE_1020,2025-01-08 01:50:00,42.16,168.25,3.82,39.33,27.15,0
MACHINE_1021,2025-01-08 02:00:00,36.63,437.43,3.24,86.95,56.77,1
MACHINE_1022,2025-01-08 02:10:00,60.49,217.93,6.96,88.04,36.36,0
MACHINE_1023,2025-01-08 02:20:00,65.25,414.75,4.32,83.07,5.65,0
MACHINE_1024,2025-01-08 02:30:00,69.86,170.21,0.67,40.85,98.87,1
MACHINE_1025,2025-01-08 02:40:00,56.4,402.65,3.67,63.74,29.91,0
MACHINE_1026,2025-01-08 02:50:00,76.3,175.58,1.53,54.33,13.07,0
MACHINE_1027,2025-01-08 03:00:00,50.35,202.05,8.86,62.42,68.69,0
MACHINE_1028,2025-01-08 03:10:00,57.42,416.44,7.74,73.83,69.26,0
MACHINE_1029,2025-01-08 03:20:00,35.63,387.56,8.16,63.28,16.52,0
MACHINE_1030,2025-01-08 03:30:00,78.27,479.89,7.66,50.95,14.47,0
MACHINE_1031,2025-01-08 03:40:00,68.83,206.0,4.67,32.36,40.91,0
MACHINE_1032,2025-01-08 03:50:00,76.34,118.37,6.12,80.44,84.54,0
MACHINE_1033,2025-01-08 04:00:00,76.97,241.09,5.19,43.55,85.46,0
MACHINE_1034,2025-01-08 04:10:00,52.74,167.57,4.38,39.46,71.78,1
MACHINE_1035,2025-01-08 04:20:00,42.55,498.06,6.83,59.43,32.84,0
MACHINE_1036,2025-01-08 04:30:00,52.22,188.44,1.72,84.33,31.41,0
MACHINE_1037,2025-01-08 04:40:00,59.17,460.8,6.26,80.56,66.76,0
MACHINE_1038,2025-01-08 04:50:00,32.98,266.85,4.1,43.44,53.21,0
MACHINE_1039,2025-01-08 05:00:00,41.84,254.09,7.13,75.28,79.08,0
MACHINE_1040,2025-01-08 05:10:00,26.43,204.57,1.5,33.83,31.68,0
